"$100 Value","MSA","County","State"
"$ 116.56","NonMetropolitan Area","Tama","IA"
"$ 116.56","NonMetropolitan Area","Taylor","IA"
"$ 116.56","NonMetropolitan Area","Union","IA"
"$ 116.56","NonMetropolitan Area","Van","IA"
"$ 116.56","NonMetropolitan Area","Wapello","IA"
"$ 116.56","NonMetropolitan Area","Wayne","IA"
"$ 116.56","NonMetropolitan Area","Webster","IA"
"$ 116.56","NonMetropolitan Area","Winnebago","IA"
"$ 116.56","NonMetropolitan Area","Winneshiek","IA"
"$ 116.56","NonMetropolitan Area","Worth","IA"
"$ 116.56","NonMetropolitan Area","Wright","IA"
"$ 116.75","NonMetropolitan Area","Arkansas","AR"
"$ 116.75","NonMetropolitan Area","Ashley","AR"
"$ 116.75","NonMetropolitan Area","Baxter","AR"
"$ 116.75","NonMetropolitan Area","Boone","AR"
"$ 116.75","NonMetropolitan Area","Bradley","AR"
"$ 116.75","NonMetropolitan Area","Calhoun","AR"
"$ 116.75","NonMetropolitan Area","Carroll","AR"
"$ 116.75","NonMetropolitan Area","Chicot","AR"
"$ 116.75","NonMetropolitan Area","Clark","AR"
"$ 116.75","NonMetropolitan Area","Clay","AR"
"$ 116.75","NonMetropolitan Area","Cleburne","AR"
"$ 116.75","NonMetropolitan Area","Columbia","AR"
"$ 116.75","NonMetropolitan Area","Conway","AR"
"$ 116.75","NonMetropolitan Area","Cross","AR"
"$ 116.75","NonMetropolitan Area","Dallas","AR"
"$ 116.75","NonMetropolitan Area","Desha","AR"
"$ 116.75","NonMetropolitan Area","Drew","AR"
"$ 116.75","NonMetropolitan Area","Fulton","AR"
"$ 116.75","NonMetropolitan Area","Greene","AR"
"$ 116.75","NonMetropolitan Area","Hempstead","AR"
"$ 116.75","NonMetropolitan Area","Hot","AR"
"$ 116.75","NonMetropolitan Area","Howard","AR"
"$ 116.75","NonMetropolitan Area","Independence","AR"
"$ 116.75","NonMetropolitan Area","Izard","AR"
"$ 116.75","NonMetropolitan Area","Jackson","AR"
"$ 116.75","NonMetropolitan Area","Johnson","AR"
"$ 116.75","NonMetropolitan Area","Lafayette","AR"
"$ 116.75","NonMetropolitan Area","Lawrence","AR"
"$ 116.75","NonMetropolitan Area","Lee","AR"
"$ 116.75","NonMetropolitan Area","Logan","AR"
"$ 116.75","NonMetropolitan Area","Marion","AR"
"$ 116.75","NonMetropolitan Area","Mississippi","AR"
"$ 116.75","NonMetropolitan Area","Monroe","AR"
"$ 116.75","NonMetropolitan Area","Montgomery","AR"
"$ 116.75","NonMetropolitan Area","Nevada","AR"
"$ 116.75","NonMetropolitan Area","Newton","AR"
"$ 116.75","NonMetropolitan Area","Ouachita","AR"
"$ 116.75","NonMetropolitan Area","Phillips","AR"
"$ 116.75","NonMetropolitan Area","Pike","AR"
"$ 116.75","NonMetropolitan Area","Polk","AR"
"$ 116.75","NonMetropolitan Area","Pope","AR"
"$ 116.75","NonMetropolitan Area","Prairie","AR"
"$ 116.75","NonMetropolitan Area","Randolph","AR"
"$ 116.75","NonMetropolitan Area","St.","AR"
"$ 116.75","NonMetropolitan Area","Scott","AR"
"$ 116.75","NonMetropolitan Area","Searcy","AR"
"$ 116.75","NonMetropolitan Area","Sevier","AR"
"$ 116.75","NonMetropolitan Area","Sharp","AR"
"$ 116.75","NonMetropolitan Area","Stone","AR"
"$ 116.75","NonMetropolitan Area","Union","AR"
"$ 116.75","NonMetropolitan Area","Van","AR"
"$ 116.75","NonMetropolitan Area","White","AR"
"$ 116.75","NonMetropolitan Area","Woodruff","AR"
"$ 116.75","NonMetropolitan Area","Yell","AR"
"$ 116.95","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","Colbert","AL"
"$ 116.95","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","Lauderdale","AL"
"$ 116.98","Jackson, TN (Metropolitan Statistical Area)","Chester","TN"
"$ 116.98","Jackson, TN (Metropolitan Statistical Area)","Crockett","TN"
"$ 116.98","Jackson, TN (Metropolitan Statistical Area)","Gibson","TN"
"$ 116.98","Jackson, TN (Metropolitan Statistical Area)","Madison","TN"
"$ 117.09","NonMetropolitan Area","Bedford","TN"
"$ 117.09","NonMetropolitan Area","Benton","TN"
"$ 117.09","NonMetropolitan Area","Bledsoe","TN"
"$ 117.09","NonMetropolitan Area","Carroll","TN"
"$ 117.09","NonMetropolitan Area","Claiborne","TN"
"$ 117.09","NonMetropolitan Area","Clay","TN"
"$ 117.09","NonMetropolitan Area","Cocke","TN"
"$ 117.09","NonMetropolitan Area","Coffee","TN"
"$ 117.09","NonMetropolitan Area","Cumberland","TN"
"$ 117.09","NonMetropolitan Area","Decatur","TN"
"$ 117.09","NonMetropolitan Area","DeKalb","TN"
"$ 117.09","NonMetropolitan Area","Dyer","TN"
"$ 117.09","NonMetropolitan Area","Fentress","TN"
"$ 117.09","NonMetropolitan Area","Franklin","TN"
"$ 117.09","NonMetropolitan Area","Giles","TN"
"$ 117.09","NonMetropolitan Area","Greene","TN"
"$ 117.09","NonMetropolitan Area","Grundy","TN"
"$ 117.09","NonMetropolitan Area","Hancock","TN"
"$ 117.09","NonMetropolitan Area","Hardeman","TN"
"$ 117.09","NonMetropolitan Area","Hardin","TN"
"$ 117.09","NonMetropolitan Area","Haywood","TN"
"$ 117.09","NonMetropolitan Area","Henderson","TN"
"$ 117.09","NonMetropolitan Area","Henry","TN"
"$ 117.09","NonMetropolitan Area","Hickman","TN"
"$ 117.09","NonMetropolitan Area","Houston","TN"
"$ 117.09","NonMetropolitan Area","Humphreys","TN"
"$ 117.09","NonMetropolitan Area","Jackson","TN"
"$ 117.09","NonMetropolitan Area","Johnson","TN"
"$ 117.09","NonMetropolitan Area","Lake","TN"
"$ 117.09","NonMetropolitan Area","Lauderdale","TN"
"$ 117.09","NonMetropolitan Area","Lawrence","TN"
"$ 117.09","NonMetropolitan Area","Lewis","TN"
"$ 117.09","NonMetropolitan Area","Lincoln","TN"
"$ 117.09","NonMetropolitan Area","McMinn","TN"
"$ 117.09","NonMetropolitan Area","McNairy","TN"
"$ 117.09","NonMetropolitan Area","Marshall","TN"
"$ 117.09","NonMetropolitan Area","Meigs","TN"
"$ 117.09","NonMetropolitan Area","Monroe","TN"
"$ 117.09","NonMetropolitan Area","Moore","TN"
"$ 117.09","NonMetropolitan Area","Obion","TN"
"$ 117.09","NonMetropolitan Area","Overton","TN"
"$ 117.09","NonMetropolitan Area","Perry","TN"
"$ 117.09","NonMetropolitan Area","Pickett","TN"
"$ 117.09","NonMetropolitan Area","Putnam","TN"
"$ 117.09","NonMetropolitan Area","Rhea","TN"
"$ 117.09","NonMetropolitan Area","Scott","TN"
"$ 117.09","NonMetropolitan Area","Sevier","TN"
"$ 117.09","NonMetropolitan Area","Van","TN"
"$ 117.09","NonMetropolitan Area","Warren","TN"
"$ 117.09","NonMetropolitan Area","Wayne","TN"
"$ 117.09","NonMetropolitan Area","Weakley","TN"
"$ 117.09","NonMetropolitan Area","White","TN"
"$ 117.82","NonMetropolitan Area","Adair","KY"
"$ 117.82","NonMetropolitan Area","Anderson","KY"
"$ 117.82","NonMetropolitan Area","Ballard","KY"
"$ 117.82","NonMetropolitan Area","Barren","KY"
"$ 117.82","NonMetropolitan Area","Bath","KY"
"$ 117.82","NonMetropolitan Area","Bell","KY"
"$ 117.82","NonMetropolitan Area","Boyle","KY"
"$ 117.82","NonMetropolitan Area","Breathitt","KY"
"$ 117.82","NonMetropolitan Area","Breckinridge","KY"
"$ 117.82","NonMetropolitan Area","Caldwell","KY"
"$ 117.82","NonMetropolitan Area","Calloway","KY"
"$ 117.82","NonMetropolitan Area","Carlisle","KY"
"$ 117.82","NonMetropolitan Area","Carroll","KY"
"$ 117.82","NonMetropolitan Area","Casey","KY"
"$ 117.82","NonMetropolitan Area","Clay","KY"
"$ 117.82","NonMetropolitan Area","Clinton","KY"
"$ 117.82","NonMetropolitan Area","Crittenden","KY"
"$ 117.82","NonMetropolitan Area","Cumberland","KY"
"$ 117.82","NonMetropolitan Area","Elliott","KY"
"$ 117.82","NonMetropolitan Area","Estill","KY"
"$ 117.82","NonMetropolitan Area","Fleming","KY"
"$ 117.82","NonMetropolitan Area","Floyd","KY"
"$ 117.82","NonMetropolitan Area","Franklin","KY"
"$ 117.82","NonMetropolitan Area","Fulton","KY"
"$ 117.82","NonMetropolitan Area","Garrard","KY"
"$ 117.82","NonMetropolitan Area","Graves","KY"
"$ 117.82","NonMetropolitan Area","Grayson","KY"
"$ 117.82","NonMetropolitan Area","Green","KY"
"$ 117.82","NonMetropolitan Area","Harlan","KY"
"$ 117.82","NonMetropolitan Area","Harrison","KY"
"$ 117.82","NonMetropolitan Area","Hart","KY"
"$ 117.82","NonMetropolitan Area","Hickman","KY"
"$ 117.82","NonMetropolitan Area","Hopkins","KY"
"$ 117.82","NonMetropolitan Area","Jackson","KY"
"$ 117.82","NonMetropolitan Area","Johnson","KY"
"$ 117.82","NonMetropolitan Area","Knott","KY"
"$ 117.82","NonMetropolitan Area","Knox","KY"
"$ 117.82","NonMetropolitan Area","Laurel","KY"
"$ 117.82","NonMetropolitan Area","Lawrence","KY"
"$ 117.82","NonMetropolitan Area","Lee","KY"
"$ 117.82","NonMetropolitan Area","Leslie","KY"
"$ 117.82","NonMetropolitan Area","Letcher","KY"
"$ 117.82","NonMetropolitan Area","Lewis","KY"
"$ 117.82","NonMetropolitan Area","Lincoln","KY"
"$ 117.82","NonMetropolitan Area","Livingston","KY"
"$ 117.82","NonMetropolitan Area","Logan","KY"
"$ 117.82","NonMetropolitan Area","Lyon","KY"
"$ 117.82","NonMetropolitan Area","McCracken","KY"
"$ 117.82","NonMetropolitan Area","McCreary","KY"
"$ 117.82","NonMetropolitan Area","Madison","KY"
"$ 117.82","NonMetropolitan Area","Magoffin","KY"
"$ 117.82","NonMetropolitan Area","Marion","KY"
"$ 117.82","NonMetropolitan Area","Marshall","KY"
"$ 117.82","NonMetropolitan Area","Martin","KY"
"$ 117.82","NonMetropolitan Area","Mason","KY"
"$ 117.82","NonMetropolitan Area","Menifee","KY"
"$ 117.82","NonMetropolitan Area","Mercer","KY"
"$ 117.82","NonMetropolitan Area","Metcalfe","KY"
"$ 117.82","NonMetropolitan Area","Monroe","KY"
"$ 117.82","NonMetropolitan Area","Montgomery","KY"
"$ 117.82","NonMetropolitan Area","Morgan","KY"
"$ 117.82","NonMetropolitan Area","Muhlenberg","KY"
"$ 117.82","NonMetropolitan Area","Nelson","KY"
"$ 117.82","NonMetropolitan Area","Nicholas","KY"
"$ 117.82","NonMetropolitan Area","Ohio","KY"
"$ 117.82","NonMetropolitan Area","Owen","KY"
"$ 117.82","NonMetropolitan Area","Owsley","KY"
"$ 117.82","NonMetropolitan Area","Perry","KY"
"$ 117.82","NonMetropolitan Area","Pike","KY"
"$ 117.82","NonMetropolitan Area","Powell","KY"
"$ 117.82","NonMetropolitan Area","Pulaski","KY"
"$ 117.82","NonMetropolitan Area","Robertson","KY"
"$ 117.82","NonMetropolitan Area","Rockcastle","KY"
"$ 117.82","NonMetropolitan Area","Rowan","KY"
"$ 117.82","NonMetropolitan Area","Russell","KY"
"$ 117.82","NonMetropolitan Area","Simpson","KY"
"$ 117.82","NonMetropolitan Area","Taylor","KY"
"$ 117.82","NonMetropolitan Area","Todd","KY"
"$ 117.82","NonMetropolitan Area","Trimble","KY"
"$ 117.82","NonMetropolitan Area","Union","KY"
"$ 117.82","NonMetropolitan Area","Washington","KY"
"$ 117.82","NonMetropolitan Area","Wayne","KY"
"$ 117.82","NonMetropolitan Area","Webster","KY"
"$ 117.82","NonMetropolitan Area","Whitley","KY"
"$ 117.82","NonMetropolitan Area","Wolfe","KY"
"$ 118.21","Morristown, TN (Metropolitan Statistical Area)","Grainger","TN"
"$ 118.21","Morristown, TN (Metropolitan Statistical Area)","Hamblen","TN"
"$ 118.21","Morristown, TN (Metropolitan Statistical Area)","Jefferson","TN"
"$ 118.26","Gadsden, AL (Metropolitan Statistical Area)","Etowah","AL"
"$ 118.38","NonMetropolitan Area","Adair","MO"
"$ 118.38","NonMetropolitan Area","Atchison","MO"
"$ 118.38","NonMetropolitan Area","Audrain","MO"
"$ 118.38","NonMetropolitan Area","Barry","MO"
"$ 118.38","NonMetropolitan Area","Barton","MO"
"$ 118.38","NonMetropolitan Area","Benton","MO"
"$ 118.38","NonMetropolitan Area","Butler","MO"
"$ 118.38","NonMetropolitan Area","Camden","MO"
"$ 118.38","NonMetropolitan Area","Carroll","MO"
"$ 118.38","NonMetropolitan Area","Carter","MO"
"$ 118.38","NonMetropolitan Area","Cedar","MO"
"$ 118.38","NonMetropolitan Area","Chariton","MO"
"$ 118.38","NonMetropolitan Area","Clark","MO"
"$ 118.38","NonMetropolitan Area","Crawford","MO"
"$ 118.38","NonMetropolitan Area","Dade","MO"
"$ 118.38","NonMetropolitan Area","Daviess","MO"
"$ 118.38","NonMetropolitan Area","Dent","MO"
"$ 118.38","NonMetropolitan Area","Douglas","MO"
"$ 118.38","NonMetropolitan Area","Dunklin","MO"
"$ 118.38","NonMetropolitan Area","Gasconade","MO"
"$ 118.38","NonMetropolitan Area","Gentry","MO"
"$ 118.38","NonMetropolitan Area","Grundy","MO"
"$ 118.38","NonMetropolitan Area","Harrison","MO"
"$ 118.38","NonMetropolitan Area","Henry","MO"
"$ 118.38","NonMetropolitan Area","Hickory","MO"
"$ 118.38","NonMetropolitan Area","Holt","MO"
"$ 118.38","NonMetropolitan Area","Howell","MO"
"$ 118.38","NonMetropolitan Area","Iron","MO"
"$ 118.38","NonMetropolitan Area","Johnson","MO"
"$ 118.38","NonMetropolitan Area","Knox","MO"
"$ 118.38","NonMetropolitan Area","Laclede","MO"
"$ 118.38","NonMetropolitan Area","Lawrence","MO"
"$ 118.38","NonMetropolitan Area","Lewis","MO"
"$ 118.38","NonMetropolitan Area","Linn","MO"
"$ 118.38","NonMetropolitan Area","Livingston","MO"
"$ 118.38","NonMetropolitan Area","McDonald","MO"
"$ 118.38","NonMetropolitan Area","Macon","MO"
"$ 118.38","NonMetropolitan Area","Madison","MO"
"$ 118.38","NonMetropolitan Area","Maries","MO"
"$ 118.38","NonMetropolitan Area","Marion","MO"
"$ 118.38","NonMetropolitan Area","Mercer","MO"
"$ 118.38","NonMetropolitan Area","Miller","MO"
"$ 118.38","NonMetropolitan Area","Mississippi","MO"
"$ 118.38","NonMetropolitan Area","Monroe","MO"
"$ 118.38","NonMetropolitan Area","Montgomery","MO"
"$ 118.38","NonMetropolitan Area","Morgan","MO"
"$ 118.38","NonMetropolitan Area","New","MO"
"$ 118.38","NonMetropolitan Area","Nodaway","MO"
"$ 118.38","NonMetropolitan Area","Oregon","MO"
"$ 118.38","NonMetropolitan Area","Ozark","MO"
"$ 118.38","NonMetropolitan Area","Pemiscot","MO"
"$ 118.38","NonMetropolitan Area","Perry","MO"
"$ 118.38","NonMetropolitan Area","Pettis","MO"
"$ 118.38","NonMetropolitan Area","Phelps","MO"
"$ 118.38","NonMetropolitan Area","Pike","MO"
"$ 118.38","NonMetropolitan Area","Pulaski","MO"
"$ 118.38","NonMetropolitan Area","Putnam","MO"
"$ 118.38","NonMetropolitan Area","Ralls","MO"
"$ 118.38","NonMetropolitan Area","Randolph","MO"
"$ 118.38","NonMetropolitan Area","Reynolds","MO"
"$ 118.38","NonMetropolitan Area","Ripley","MO"
"$ 118.38","NonMetropolitan Area","St.","MO"
"$ 118.38","NonMetropolitan Area","Ste.","MO"
"$ 118.38","NonMetropolitan Area","St.","MO"
"$ 118.38","NonMetropolitan Area","Saline","MO"
"$ 118.38","NonMetropolitan Area","Schuyler","MO"
"$ 118.38","NonMetropolitan Area","Scotland","MO"
"$ 118.38","NonMetropolitan Area","Scott","MO"
"$ 118.38","NonMetropolitan Area","Shannon","MO"
"$ 118.38","NonMetropolitan Area","Shelby","MO"
"$ 118.38","NonMetropolitan Area","Stoddard","MO"
"$ 118.38","NonMetropolitan Area","Stone","MO"
"$ 118.38","NonMetropolitan Area","Sullivan","MO"
"$ 118.38","NonMetropolitan Area","Taney","MO"
"$ 118.38","NonMetropolitan Area","Texas","MO"
"$ 118.38","NonMetropolitan Area","Vernon","MO"
"$ 118.38","NonMetropolitan Area","Washington","MO"
"$ 118.38","NonMetropolitan Area","Wayne","MO"
"$ 118.38","NonMetropolitan Area","Worth","MO"
"$ 118.38","NonMetropolitan Area","Wright","MO"
"$ 119.28","Anniston-Oxford, AL (Metropolitan Statistical Area)","Calhoun","AL"
"$ 119.67","NonMetropolitan Area","Adams","MS"
"$ 119.67","NonMetropolitan Area","Alcorn","MS"
"$ 119.67","NonMetropolitan Area","Amite","MS"
"$ 119.67","NonMetropolitan Area","Attala","MS"
"$ 119.67","NonMetropolitan Area","Benton","MS"
"$ 119.67","NonMetropolitan Area","Bolivar","MS"
"$ 119.67","NonMetropolitan Area","Calhoun","MS"
"$ 119.67","NonMetropolitan Area","Carroll","MS"
"$ 119.67","NonMetropolitan Area","Chickasaw","MS"
"$ 119.67","NonMetropolitan Area","Choctaw","MS"
"$ 119.67","NonMetropolitan Area","Claiborne","MS"
"$ 119.67","NonMetropolitan Area","Clarke","MS"
"$ 119.67","NonMetropolitan Area","Clay","MS"
"$ 119.67","NonMetropolitan Area","Coahoma","MS"
"$ 119.67","NonMetropolitan Area","Franklin","MS"
"$ 119.67","NonMetropolitan Area","George","MS"
"$ 119.67","NonMetropolitan Area","Greene","MS"
"$ 119.67","NonMetropolitan Area","Grenada","MS"
"$ 119.67","NonMetropolitan Area","Humphreys","MS"
"$ 119.67","NonMetropolitan Area","Issaquena","MS"
"$ 119.67","NonMetropolitan Area","Itawamba","MS"
"$ 119.67","NonMetropolitan Area","Jasper","MS"
"$ 119.67","NonMetropolitan Area","Jefferson","MS"
"$ 119.67","NonMetropolitan Area","Jefferson","MS"
"$ 119.67","NonMetropolitan Area","Jones","MS"
"$ 119.67","NonMetropolitan Area","Kemper","MS"
"$ 119.67","NonMetropolitan Area","Lafayette","MS"
"$ 119.67","NonMetropolitan Area","Lauderdale","MS"
"$ 119.67","NonMetropolitan Area","Lawrence","MS"
"$ 119.67","NonMetropolitan Area","Leake","MS"
"$ 119.67","NonMetropolitan Area","Lee","MS"
"$ 119.67","NonMetropolitan Area","Leflore","MS"
"$ 119.67","NonMetropolitan Area","Lincoln","MS"
"$ 119.67","NonMetropolitan Area","Lowndes","MS"
"$ 119.67","NonMetropolitan Area","Marion","MS"
"$ 119.67","NonMetropolitan Area","Monroe","MS"
"$ 119.67","NonMetropolitan Area","Montgomery","MS"
"$ 119.67","NonMetropolitan Area","Neshoba","MS"
"$ 119.67","NonMetropolitan Area","Newton","MS"
"$ 119.67","NonMetropolitan Area","Noxubee","MS"
"$ 119.67","NonMetropolitan Area","Oktibbeha","MS"
"$ 119.67","NonMetropolitan Area","Panola","MS"
"$ 119.67","NonMetropolitan Area","Pearl","MS"
"$ 119.67","NonMetropolitan Area","Pike","MS"
"$ 119.67","NonMetropolitan Area","Pontotoc","MS"
"$ 119.67","NonMetropolitan Area","Prentiss","MS"
"$ 119.67","NonMetropolitan Area","Quitman","MS"
"$ 119.67","NonMetropolitan Area","Scott","MS"
"$ 119.67","NonMetropolitan Area","Sharkey","MS"
"$ 119.67","NonMetropolitan Area","Smith","MS"
"$ 119.67","NonMetropolitan Area","Sunflower","MS"
"$ 119.67","NonMetropolitan Area","Tallahatchie","MS"
"$ 119.67","NonMetropolitan Area","Tippah","MS"
"$ 119.67","NonMetropolitan Area","Tishomingo","MS"
"$ 119.67","NonMetropolitan Area","Union","MS"
"$ 119.67","NonMetropolitan Area","Walthall","MS"
"$ 119.67","NonMetropolitan Area","Warren","MS"
"$ 119.67","NonMetropolitan Area","Washington","MS"
"$ 119.67","NonMetropolitan Area","Wayne","MS"
"$ 119.67","NonMetropolitan Area","Webster","MS"
"$ 119.67","NonMetropolitan Area","Wilkinson","MS"
"$ 119.67","NonMetropolitan Area","Winston","MS"
"$ 119.67","NonMetropolitan Area","Yalobusha","MS"
"$ 120.02","NonMetropolitan Area","Barbour","AL"
"$ 120.02","NonMetropolitan Area","Bullock","AL"
"$ 120.02","NonMetropolitan Area","Butler","AL"
"$ 120.02","NonMetropolitan Area","Chambers","AL"
"$ 120.02","NonMetropolitan Area","Cherokee","AL"
"$ 120.02","NonMetropolitan Area","Choctaw","AL"
"$ 120.02","NonMetropolitan Area","Clarke","AL"
"$ 120.02","NonMetropolitan Area","Clay","AL"
"$ 120.02","NonMetropolitan Area","Cleburne","AL"
"$ 120.02","NonMetropolitan Area","Coffee","AL"
"$ 120.02","NonMetropolitan Area","Conecuh","AL"
"$ 120.02","NonMetropolitan Area","Coosa","AL"
"$ 120.02","NonMetropolitan Area","Covington","AL"
"$ 120.02","NonMetropolitan Area","Crenshaw","AL"
"$ 120.02","NonMetropolitan Area","Cullman","AL"
"$ 120.02","NonMetropolitan Area","Dale","AL"
"$ 120.02","NonMetropolitan Area","Dallas","AL"
"$ 120.02","NonMetropolitan Area","DeKalb","AL"
"$ 120.02","NonMetropolitan Area","Escambia","AL"
"$ 120.02","NonMetropolitan Area","Fayette","AL"
"$ 120.02","NonMetropolitan Area","Franklin","AL"
"$ 120.02","NonMetropolitan Area","Jackson","AL"
"$ 120.02","NonMetropolitan Area","Lamar","AL"
"$ 120.02","NonMetropolitan Area","Macon","AL"
"$ 120.02","NonMetropolitan Area","Marengo","AL"
"$ 120.02","NonMetropolitan Area","Marion","AL"
"$ 120.02","NonMetropolitan Area","Marshall","AL"
"$ 120.02","NonMetropolitan Area","Monroe","AL"
"$ 120.02","NonMetropolitan Area","Perry","AL"
"$ 120.02","NonMetropolitan Area","Pike","AL"
"$ 120.02","NonMetropolitan Area","Randolph","AL"
"$ 120.02","NonMetropolitan Area","Sumter","AL"
"$ 120.02","NonMetropolitan Area","Talladega","AL"
"$ 120.02","NonMetropolitan Area","Tallapoosa","AL"
"$ 120.02","NonMetropolitan Area","Walker","AL"
"$ 120.02","NonMetropolitan Area","Wilcox","AL"
"$ 120.02","NonMetropolitan Area","Winston","AL"
"$ 123.60","NonMetropolitan Area","Apache","AZ"
"$ 123.60","NonMetropolitan Area","Gila","AZ"
"$ 123.60","NonMetropolitan Area","Graham","AZ"
"$ 123.60","NonMetropolitan Area","Greenlee","AZ"
"$ 123.60","NonMetropolitan Area","La","AZ"
"$ 123.60","NonMetropolitan Area","Navajo","AZ"
"$ 123.60","NonMetropolitan Area","Santa","AZ"
